site,time,flow
70103,2015-02-07,0.065
70103,2015-02-08,0.055
70103,2015-02-09,0.048
70103,2015-02-10,0.048
70103,2015-02-11,0.042
70103,2015-02-12,0.037000000000000005
70103,2015-02-13,0.03
70103,2015-02-14,0.022000000000000002
70103,2015-02-15,0.019
70103,2015-02-16,0.018000000000000002
70103,2015-02-17,0.015
70103,2015-02-18,0.011000000000000001
70103,2015-02-19,0.008
70103,2015-02-20,0.005
70103,2015-02-21,0.002
70103,2015-02-22,0.001
70103,2015-02-23,0.0
70103,2015-02-24,0.0
70103,2015-02-25,0.0
70103,2015-02-26,0.0
70103,2015-02-27,0.0
70103,2015-02-28,0.0
70103,2015-03-01,0.0
70103,2015-03-02,0.0
70103,2015-03-03,0.0
70103,2015-03-04,0.0
70103,2015-03-05,0.0
70103,2015-03-06,0.0
70103,2015-03-07,0.0
70103,2015-03-08,0.0
70103,2015-03-09,0.0
70103,2015-03-10,0.0
70103,2015-03-11,0.0
70103,2015-03-12,0.0
70103,2015-03-13,0.0
70103,2015-03-14,0.0
70103,2015-03-15,0.0
70103,2015-03-16,0.0
70103,2015-03-17,0.0
70103,2015-03-18,0.0
70103,2015-03-19,0.0
70103,2015-03-20,0.0
70103,2015-03-21,0.0
70103,2015-03-22,0.0
70103,2015-03-23,0.0
70103,2015-03-24,0.0
70103,2015-03-25,0.0
70103,2015-03-26,0.0
70103,2015-03-27,0.0
70103,2015-03-28,0.0
70103,2015-03-29,0.0
70103,2015-03-30,0.031
70103,2015-03-31,0.168
70103,2015-04-01,0.22399999999999998
70103,2015-04-02,0.23199999999999998
70103,2015-04-03,0.231
70103,2015-04-04,0.226
70103,2015-04-05,0.21899999999999997
70103,2015-04-06,0.218
70103,2015-04-07,0.223
70103,2015-04-08,0.221
70103,2015-04-09,0.215
70103,2015-04-10,0.209
70103,2015-04-11,0.212
70103,2015-04-12,0.225
70103,2015-04-13,0.23199999999999998
70103,2015-04-14,0.235
70103,2015-04-15,0.239
70103,2015-04-16,0.242
70103,2015-04-17,0.24600000000000002
70103,2015-04-18,0.249
70103,2015-04-19,0.249
70103,2015-04-20,0.25
70103,2015-04-21,0.258
70103,2015-04-22,0.29600000000000004
70103,2015-04-23,0.4
70103,2015-04-24,0.396
70103,2015-04-25,0.385
70103,2015-04-26,0.373
70103,2015-04-27,0.365
70103,2015-04-28,4.49
70103,2015-04-29,9.062000000000001
70103,2015-04-30,7.635
70103,2015-05-01,5.782
70103,2015-05-02,4.6610000000000005
70103,2015-05-03,3.8280000000000003
70103,2015-05-04,3.258
70103,2015-05-05,2.827
70103,2015-05-06,2.4730000000000003
70103,2015-05-07,2.166
70103,2015-05-08,1.8319999999999999
70103,2015-05-09,1.52
70103,2015-05-10,1.258
70103,2015-05-11,1.1079999999999999
70103,2015-05-12,0.995
70103,2015-05-13,0.9159999999999999
70103,2015-05-14,0.815
70103,2015-05-15,0.718
70103,2015-05-16,0.616
70103,2015-05-17,0.494
70103,2015-05-18,0.42100000000000004
70103,2015-05-19,0.366
70103,2015-05-20,0.332
70103,2015-05-21,0.309
70103,2015-05-22,0.28800000000000003
70103,2015-05-23,0.276
70103,2015-05-24,0.262
70103,2015-05-25,0.25
70103,2015-05-26,0.237
70103,2015-05-27,0.222
70103,2015-05-28,0.21
70103,2015-05-29,0.2
70103,2015-05-30,0.19699999999999998
70103,2015-05-31,0.19
70103,2015-06-01,0.183
70103,2015-06-02,0.17300000000000001
70103,2015-06-03,0.165
70103,2015-06-04,0.158
70103,2015-06-05,0.198
70103,2015-06-06,0.23600000000000002
70103,2015-06-07,0.23800000000000002
70103,2015-06-08,0.23399999999999999
70103,2015-06-09,0.223
70103,2015-06-10,0.21600000000000003
70103,2015-06-11,0.209
70103,2015-06-12,0.204
70103,2015-06-13,0.201
70103,2015-06-14,0.196
70103,2015-06-15,0.191
70103,2015-06-16,0.18600000000000003
70103,2015-06-17,0.184
70103,2015-06-18,0.212
70103,2015-06-19,1.3780000000000001
70103,2015-06-20,2.6710000000000003
70103,2015-06-21,2.843
70103,2015-06-22,2.617
70103,2015-06-23,2.27
70103,2015-06-24,1.864
70103,2015-06-25,1.5330000000000001
70103,2015-06-26,1.325
70103,2015-06-27,1.5019999999999998
70103,2015-06-28,2.5340000000000003
70103,2015-06-29,2.5269999999999997
70103,2015-06-30,3.1069999999999998
70105,1982-07-01,0.598
70105,1982-07-02,0.585
70105,1982-07-03,0.5820000000000001
70105,1982-07-04,0.57
70105,1982-07-05,0.564
70105,1982-07-06,0.5539999999999999
70105,1982-07-07,0.542
70105,1982-07-08,0.539
70105,1982-07-09,0.536
70105,1982-07-10,0.528
70105,1982-07-11,0.52
70105,1982-07-12,0.519
70105,1982-07-13,0.511
70105,1982-07-14,0.52
70105,1982-07-15,0.509
70105,1982-07-16,0.496
70105,1982-07-17,0.48200000000000004
70105,1982-07-18,0.445
70105,1982-07-19,0.452
70105,1982-07-20,0.457
70105,1982-07-21,0.46
70105,1982-07-22,0.456
70105,1982-07-23,0.45
70105,1982-07-24,0.44799999999999995
70105,1982-07-25,0.44
70105,1982-07-26,0.436
70105,1982-07-27,0.44
70105,1982-07-28,0.43799999999999994
70105,1982-07-29,0.433
70105,1982-07-30,0.439
70105,1982-07-31,0.434
70105,1982-08-01,0.426
70105,1982-08-02,0.426
70105,1982-08-03,0.423
70105,1982-08-04,0.42200000000000004
70105,1982-08-05,0.419
70105,1982-08-06,0.419
70105,1982-08-07,0.414
70105,1982-08-08,0.406
70105,1982-08-09,0.401
70105,1982-08-10,0.396
70105,1982-08-11,0.409
70105,1982-08-12,0.40700000000000003
70105,1982-08-13,0.40399999999999997
70105,1982-08-14,0.405
70105,1982-08-15,0.4
70105,1982-08-16,0.395
70105,1982-08-17,0.39299999999999996
70105,1982-08-18,0.41100000000000003
70105,1982-08-19,0.462
70105,1982-08-20,0.461
70105,1982-08-21,0.461
70105,1982-08-22,0.465
70105,1982-08-23,0.46799999999999997
70105,1982-08-24,0.45399999999999996
70105,1982-08-25,0.47
70105,1982-08-26,0.486
70105,1982-08-27,0.475
70105,1982-08-28,0.47200000000000003
70105,1982-08-29,0.483
70105,1982-08-30,0.47700000000000004
70105,1982-08-31,0.462
70105,1982-09-01,0.47200000000000003
70105,1982-09-02,0.47200000000000003
70105,1982-09-03,0.47100000000000003
70105,1982-09-04,0.46
70105,1982-09-05,0.44799999999999995
70105,1982-09-06,0.447
70105,1982-09-07,0.447
70105,1982-09-08,0.46299999999999997
70105,1982-09-09,0.473
70105,1982-09-10,0.47700000000000004
70105,1982-09-11,0.494
70105,1982-09-12,0.535
70105,1982-09-13,0.591
70105,1982-09-14,0.633
70105,1982-09-15,0.785
70105,1982-09-16,0.845
70105,1982-09-17,0.8390000000000001
70105,1982-09-18,0.8109999999999999
70105,1982-09-19,0.764
70105,1982-09-20,0.7340000000000001
70105,1982-09-21,0.8140000000000001
70105,1982-09-22,0.8240000000000001
70105,1982-09-23,0.787
70105,1982-09-24,0.747
70105,1982-09-25,0.716
70105,1982-09-26,0.696
70105,1982-09-27,0.726
70105,1982-09-28,0.731
70105,1982-09-29,0.7
70105,1982-09-30,0.657
70105,1982-10-01,0.623
70105,1982-10-02,0.61
70105,1982-10-03,0.6
70105,1982-10-04,0.599
70105,1982-10-05,0.5870000000000001
70105,1982-10-06,0.588
70105,1982-10-07,0.596
70105,1982-10-08,0.601
70105,1982-10-09,0.591
70105,1982-10-10,0.56
70105,1982-10-11,0.534
70105,1982-10-12,0.515
70105,1982-10-13,0.48
70105,1982-10-14,0.46299999999999997
70105,1982-10-15,0.514
70105,1982-10-16,0.574
70105,1982-10-17,0.621
70105,1982-10-18,0.603
70105,1982-10-19,0.589
70105,1982-10-20,0.5770000000000001
70105,1982-10-21,0.565
70105,1982-10-22,0.555
70105,1982-10-23,0.555
70105,1982-10-24,0.586
70105,1982-10-25,6.119
70105,1982-10-26,10.377
70105,1982-10-27,17.364
70105,1982-10-28,13.434000000000001
70105,1982-10-29,10.6
70105,1982-10-30,9.118
70105,1982-10-31,10.975
70105,1982-11-01,8.15
70105,1982-11-02,4.985
70105,1982-11-03,3.9810000000000003
70105,1982-11-04,3.395
70105,1982-11-05,2.8289999999999997
70105,1982-11-06,2.2680000000000002
70105,1982-11-07,2.1519999999999997
70105,1982-11-08,1.867
70105,1982-11-09,1.545
70105,1982-11-10,1.2670000000000001
70105,1982-11-11,1.189
70105,1982-11-12,2.116
70105,1982-11-13,2.274
70105,1982-11-14,1.764
70105,1982-11-15,1.4909999999999999
70105,1982-11-16,1.3130000000000002
70105,1982-11-17,1.117
70105,1982-11-18,1.1179999999999999
70105,1982-11-19,1.3769999999999998
70105,1982-11-20,1.115
70105,1982-11-21,0.95
70105,1982-11-22,1.037
70105,1982-11-23,0.9740000000000001
70105,1982-11-24,0.922
70105,1982-12-01,3.528
70105,1982-12-02,3.5010000000000003
70105,1982-12-03,3.4589999999999996
70105,1982-12-04,2.9160000000000004
70105,1982-12-05,2.487
70105,1982-12-06,2.1719999999999997
70105,1982-12-07,1.899
70105,1982-12-08,1.635
70105,1982-12-09,1.4180000000000001
70105,1982-12-10,1.272
70105,1982-12-11,1.169
70105,1982-12-12,2.1630000000000003
70105,1982-12-13,2.292
70105,1982-12-14,1.68
70105,1982-12-15,1.455
70105,1982-12-16,1.228
70105,1982-12-17,1.0
70105,1982-12-18,0.879
70105,1982-12-19,0.83
70105,1982-12-20,0.7709999999999999
70105,1982-12-21,0.8009999999999999
70105,1982-12-22,0.92
70105,1982-12-23,0.841
70105,1982-12-24,0.715
70105,1982-12-25,2.49
70105,1982-12-26,14.897
70105,1982-12-27,8.075
70105,1982-12-28,7.724
70105,1982-12-29,6.587999999999999
70105,1982-12-30,7.228
70105,1982-12-31,5.821000000000001
70105,1983-01-01,4.755
70105,1983-01-02,3.843
70105,1983-01-03,3.185
70105,1983-01-04,2.61
70105,1983-01-05,2.229
70105,1983-01-06,1.9480000000000002
70105,1983-01-07,1.558
70105,1983-01-08,1.325
70105,1983-01-09,1.171
70105,1983-01-10,1.047
70105,1983-01-11,0.972
70105,1983-01-12,0.917
70105,1983-01-13,2.53
70105,1983-01-14,4.688
70105,1983-01-15,2.68
70105,1983-01-16,1.954
70105,1983-01-17,1.5830000000000002
70105,1983-01-18,1.338
70105,1983-01-19,1.273
70105,1983-01-20,1.217
70105,1983-01-21,1.099
70105,1983-01-22,0.96
70105,1983-01-23,0.8540000000000001
70105,1983-01-24,0.778
70105,1983-01-25,0.754
70105,1983-01-26,0.733
70105,1983-01-27,0.6940000000000001
70105,1983-01-28,0.648
70105,1983-01-29,0.609
70105,1983-01-30,0.586
70105,1983-01-31,0.5479999999999999
70105,1983-02-01,0.519
70105,1983-02-02,0.493
70105,1983-02-03,0.48200000000000004
70105,1983-02-04,0.475
70105,1983-02-05,0.452
70105,1983-02-06,0.447
70105,1983-02-07,0.473
70105,1983-02-08,0.484
70105,1983-02-09,0.49
70105,1983-02-10,0.469
70105,1983-02-11,0.45799999999999996
70105,1983-02-12,0.475
70105,1983-02-13,0.451
70105,1983-02-14,0.44
70105,1983-02-15,0.424
70105,1983-02-16,0.414
70105,1983-02-17,0.39399999999999996
70105,1983-02-18,0.39
70105,1983-02-19,0.396
70105,1983-02-20,0.41100000000000003
70105,1983-02-21,0.423
70105,1983-02-22,0.42200000000000004
70105,1983-02-23,0.41600000000000004
70105,1983-02-24,0.419
70105,1983-02-25,0.45399999999999996
70105,1983-02-26,0.433
70105,1983-02-27,0.436
70105,1983-02-28,0.436
70105,1983-03-01,0.46
70105,1983-03-02,0.442
70105,1983-03-03,0.413
70105,1983-03-04,0.402
70105,1983-03-05,0.38
70105,1983-03-06,0.366
70105,1983-03-07,0.366
70105,1983-03-08,0.355
70105,1983-03-09,0.379
70105,1983-03-10,2.001
70105,1983-03-11,3.572
70105,1983-03-12,1.851
70105,1983-03-13,1.2930000000000001
70105,1983-03-14,1.041
70105,1983-03-15,0.971
70105,1983-03-16,2.681
70105,1983-03-17,7.371
70105,1983-03-18,4.716
70105,1983-03-19,3.3360000000000003
70105,1983-03-20,2.4530000000000003
70105,1983-03-21,1.9580000000000002
70105,1983-03-22,1.77
70105,1983-03-23,1.555
70105,1983-03-24,1.331
70105,1983-03-25,1.4680000000000002
70105,1983-03-26,1.9680000000000002
70105,1983-03-27,1.506
70105,1983-03-28,1.2670000000000001
70105,1983-03-29,1.149
70105,1983-03-30,1.0659999999999998
70105,1983-03-31,0.996
70105,1983-04-01,0.95
70105,1983-04-02,0.8759999999999999
70105,1983-04-03,0.8290000000000001
70105,1983-04-04,0.851
70105,1983-04-05,0.845
70105,1983-04-06,0.812
70105,1983-04-07,0.785
70105,1983-04-08,0.745
70105,1983-04-09,0.8440000000000001
70105,1983-04-10,0.826
70105,1983-04-11,0.764
70105,1983-04-12,0.7290000000000001
70105,1983-04-13,0.698
70105,1983-04-14,0.6859999999999999
70105,1983-04-15,2.312
70105,1983-04-16,5.74
70105,1983-04-17,3.713
70105,1983-04-18,2.889
70105,1983-04-19,2.371
70105,1983-04-20,2.095
70105,1983-04-21,2.658
70105,1983-04-22,5.693
70105,1983-04-23,5.8420000000000005
70105,1983-04-24,4.968999999999999
70105,1983-04-25,4.05
70105,1983-04-26,3.468
70105,1983-04-27,27.326999999999998
70105,1983-04-28,15.85
70105,1983-04-29,9.163
70105,1983-04-30,6.596
70105,1983-05-01,5.465
70105,1983-05-02,4.465
70105,1983-05-03,3.6919999999999997
70105,1983-05-04,3.205
70105,1983-05-05,2.835
70105,1983-05-06,2.5340000000000003
70105,1983-05-07,2.238
70105,1983-05-08,2.013
70105,1983-05-09,1.786
70105,1983-05-10,1.9269999999999998
70105,1983-05-11,3.0410000000000004
70105,1983-05-12,3.051
70105,1983-05-13,2.8810000000000002
70105,1983-05-14,2.7039999999999997
70105,1983-05-15,2.614
70105,1983-05-16,2.427
70105,1983-05-17,2.249
70105,1983-05-18,2.15
70105,1983-05-19,2.4330000000000003
70105,1983-05-20,2.78
70105,1983-05-21,2.798
70105,1983-05-22,2.7960000000000003
70105,1983-05-23,2.799
70105,1983-05-24,2.699
70105,1983-05-25,2.571
70105,1983-05-26,2.421
70105,1983-05-27,2.278
70105,1983-05-28,2.095
70105,1983-05-29,1.946
70105,1983-05-30,2.157
70105,1983-05-31,2.25
70105,1983-06-01,2.2640000000000002
70105,1983-06-02,2.106
70105,1983-06-03,1.953
70105,1983-06-04,1.83
70105,1983-06-05,1.735
70105,1983-06-06,1.6440000000000001
70105,1983-06-07,1.548
70105,1983-06-08,1.485
70105,1983-06-09,1.5030000000000001
70105,1983-06-10,14.544
70105,1983-06-11,10.079
70105,1983-06-12,6.836
70105,1983-06-13,5.372999999999999
70105,1983-06-14,4.39
70105,1983-06-15,3.647
70105,1983-06-16,3.142
70105,1983-06-17,2.7489999999999997
70105,1983-06-18,2.43
70105,1983-06-19,2.174
70105,1983-06-20,1.984
70105,1983-06-21,1.831
70105,1983-06-22,1.6980000000000002
70105,1983-06-23,1.577
70105,1983-06-24,1.504
70105,1983-06-25,1.4169999999999998
70105,1983-06-26,1.3259999999999998
70105,1983-06-27,1.39
70105,1983-06-28,1.932
70105,1983-06-29,1.587
70105,1983-06-30,1.4780000000000002
70105,1983-07-01,1.411
70105,1983-07-02,1.321
70105,1983-07-03,1.247
70105,1983-07-04,1.173
70105,1983-07-05,1.115
70105,1983-07-06,1.074
70105,1983-07-07,1.045
70105,1983-07-08,1.2309999999999999
70105,1983-07-09,3.037
70105,1983-07-10,34.588
70105,1983-07-11,16.24
70105,1983-07-12,9.039
70105,1983-07-13,6.667000000000001
70105,1983-07-14,5.334
70105,1983-07-15,4.458
70105,1983-07-16,3.85
70105,1983-07-17,3.408
70105,1983-07-18,3.1239999999999997
70105,1983-07-19,2.84
70105,1983-07-20,2.551
70105,1983-07-21,2.323
70105,1983-07-22,2.131
70105,1983-07-23,2.029
70105,1983-07-24,2.2569999999999997
70105,1983-07-25,2.016
70105,1983-07-26,1.8259999999999998
70105,1983-07-27,1.713
70105,1983-07-28,1.6219999999999999
70105,1983-07-29,1.556
70105,1983-07-30,1.514
70105,1983-07-31,1.456
70105,1983-08-01,1.567
70105,1983-08-02,1.82
70105,1983-08-03,1.839
70105,1983-08-04,1.8219999999999998
70105,1983-08-05,1.725
70105,1983-08-06,1.615
70105,1983-08-07,1.511
70105,1983-08-08,1.421
70105,1983-08-09,1.381
70105,1983-08-10,1.354
70105,1983-08-11,1.3130000000000002
70105,1983-08-12,1.29
70105,1983-08-13,1.268
70105,1983-08-14,1.209
70105,1983-08-15,1.1440000000000001
70105,1983-08-16,1.1079999999999999
70105,1983-08-17,1.072
70105,1983-08-18,1.048
70105,1983-08-19,1.024
70105,1983-08-20,0.996
70105,1983-08-21,1.208
70105,1983-08-22,2.9010000000000002
70105,1983-08-23,2.772
70105,1983-08-24,3.734
70105,1983-08-25,2.9219999999999997
70105,1983-08-26,2.6239999999999997
70105,1983-08-27,2.489
70105,1983-08-28,2.371
70105,1983-08-29,2.274
70105,1983-08-30,2.166
70105,1983-08-31,2.053
70105,1983-09-01,1.929
70105,1983-09-02,1.7690000000000001
70105,1983-09-03,1.675
70105,1983-09-04,1.6130000000000002
70105,1983-09-05,1.5419999999999998
70105,1983-09-06,1.4869999999999999
70105,1983-09-07,1.412
70105,1983-09-08,1.443
70105,1983-09-09,1.966
70105,1983-09-10,27.441999999999997
70105,1983-09-11,47.838
70105,1983-09-12,22.892
70105,1983-09-13,14.199000000000002
70105,1983-09-14,8.697000000000001
70105,1983-09-15,6.532
70105,1983-09-16,5.2620000000000005
70105,1983-09-17,4.38
70105,1983-09-18,3.798
70105,1983-09-19,3.418
70105,1983-09-20,3.068
70105,1983-09-21,2.984
70105,1983-09-22,3.82
70105,1983-09-23,3.0069999999999997
70105,1983-09-24,2.681
70105,1983-09-25,6.005
70105,1983-09-26,52.933
70105,1983-09-27,51.174
70105,1983-09-28,27.709
70105,1983-09-29,16.996
70105,1983-09-30,14.01
70105,1983-10-01,11.493
70105,1983-10-02,8.812000000000001
70105,1983-10-03,7.791
70105,1983-10-04,11.38
70105,1983-10-05,7.962000000000001
70105,1983-10-06,6.789
70105,1983-10-07,5.952999999999999
70105,1983-10-08,5.282
70105,1983-10-09,4.9110000000000005
70105,1983-10-10,5.447
70105,1983-10-11,10.142999999999999
70105,1983-10-12,11.081
70105,1983-10-13,10.209
70105,1983-10-14,7.938
70105,1983-10-15,6.805
70105,1983-10-16,6.141
70105,1983-10-17,5.332999999999999
70105,1983-10-18,4.708
70105,1983-10-19,4.3260000000000005
70105,1983-10-20,3.818
70105,1983-10-21,3.515
70105,1983-10-22,6.5520000000000005
70105,1983-10-23,4.452
70105,1983-10-24,4.022
70105,1983-10-25,3.852
70105,1983-10-26,4.4719999999999995
70105,1983-10-27,3.8739999999999997
70105,1983-10-28,3.6830000000000003
70105,1983-10-29,3.307
70105,1983-10-30,3.1639999999999997
70105,1983-10-31,6.349
70105,1983-11-01,7.225
70105,1983-11-02,5.6610000000000005
70105,1983-11-03,6.914
70105,1983-11-04,6.784
70105,1983-11-05,5.14
70105,1983-11-06,4.291
70105,1983-11-07,4.151
70105,1983-11-08,3.967
70105,1983-11-09,3.841
70105,1983-11-10,3.34
70105,1983-11-11,2.9419999999999997
70105,1983-11-12,2.94
70105,1983-11-13,2.753
70105,1983-11-14,2.5810000000000004
70105,1983-11-15,2.54
70105,1983-11-16,2.28
70105,1983-11-17,2.093
70105,1983-11-18,1.92
70105,1983-11-19,1.6780000000000002
70105,1983-11-20,1.6769999999999998
70105,1983-11-21,1.514
70105,1983-11-22,1.558
70105,1983-11-23,1.534
70105,1983-11-24,1.496
70105,1983-11-25,1.499
70105,1983-11-26,1.4709999999999999
70105,1983-11-27,1.683
70105,1983-11-28,2.1959999999999997
70105,1983-11-29,2.245
70105,1983-11-30,2.218
70105,1983-12-01,2.188
70105,1983-12-02,2.085
70105,1983-12-03,2.101
70105,1983-12-04,4.147
70105,1983-12-05,4.033
70105,1983-12-06,3.43
70105,1983-12-07,3.082
70105,1983-12-08,2.895
70105,1983-12-09,12.53
70105,1983-12-10,29.201999999999998
70105,1983-12-11,20.293
70105,1983-12-12,14.376
70105,1983-12-13,14.498
70105,1983-12-14,29.269000000000002
70105,1983-12-15,27.403000000000002
70105,1983-12-16,14.55
70105,1983-12-17,10.328
70105,1983-12-18,8.022
70105,1983-12-19,8.664
70105,1983-12-20,8.131
70105,1983-12-21,6.3839999999999995
70105,1983-12-22,5.318
70105,1983-12-23,4.5089999999999995
70105,1983-12-24,3.9739999999999998
70105,1983-12-25,3.523
70105,1983-12-26,3.077
70105,1983-12-27,2.6660000000000004
70105,1983-12-28,2.55
70105,1983-12-29,2.6239999999999997
70105,1983-12-30,2.166
70105,1983-12-31,1.912
70105,1984-01-01,1.749
70105,1984-01-02,1.615
70105,1984-01-03,1.466
70105,1984-01-04,1.35
70105,1984-01-05,1.396
70105,1984-01-06,1.558
70105,1984-01-07,1.508
70105,1984-01-08,1.339
70105,1984-01-09,1.177
70105,1984-01-10,1.046
70105,1984-01-11,1.001
70105,1984-01-12,1.242
70105,1984-01-13,1.284
70105,1984-01-14,1.7169999999999999
70105,1984-01-15,1.507
70105,1984-01-16,1.219
70105,1984-01-17,1.1340000000000001
70105,1984-01-18,1.008
70105,1984-01-19,1.056
70105,1984-01-20,0.9740000000000001
70105,1984-01-21,0.9059999999999999
70105,1984-01-22,0.8420000000000001
70105,1984-01-23,0.782
70105,1984-01-24,0.73
70105,1984-01-25,0.693
70105,1984-01-26,0.662
70105,1984-01-27,0.8640000000000001
70105,1984-01-28,2.864
70105,1984-01-29,2.1319999999999997
70105,1984-01-30,2.3040000000000003
70105,1984-01-31,1.528
70105,1984-02-01,1.2229999999999999
70105,1984-02-02,1.033
70105,1984-02-03,0.9540000000000001
70105,1984-02-04,0.983
70105,1984-02-05,1.005
70105,1984-02-06,0.966
70105,1984-02-07,0.927
70105,1984-02-08,0.8740000000000001
70105,1984-02-09,0.815
70105,1984-02-10,0.8220000000000001
70105,1984-02-11,0.873
70105,1984-02-12,0.8859999999999999
70105,1984-02-13,0.81
70105,1984-02-14,0.7490000000000001
70105,1984-02-15,0.747
70105,1984-02-16,0.9359999999999999
70105,1984-02-17,2.244
70105,1984-02-18,2.373
70105,1984-02-19,2.2319999999999998
70105,1984-02-20,2.03
70105,1984-02-21,1.7830000000000001
70105,1984-02-22,1.534
70105,1984-02-23,1.349
70105,1984-02-24,1.187
70105,1984-02-25,1.018
70105,1984-02-26,0.924
70105,1984-02-27,0.867
70105,1984-02-28,0.815
70105,1984-02-29,0.7609999999999999
70105,1984-03-01,0.7440000000000001
70105,1984-03-02,0.7390000000000001
70105,1984-03-03,0.708
70105,1984-03-04,0.722
70105,1984-03-05,0.7240000000000001
70105,1984-03-06,0.706
70105,1984-03-07,1.033
70105,1984-03-08,1.567
70105,1984-03-09,1.453
70105,1984-03-10,1.141
70105,1984-03-11,1.207
70105,1984-03-12,1.492
70105,1984-03-13,2.07
70105,1984-03-14,2.29
70105,1984-03-15,1.972
70105,1984-03-16,2.272
70105,1984-03-17,6.483
70105,1984-03-18,4.92
70105,1984-03-19,4.0569999999999995
70105,1984-03-20,3.3810000000000002
70105,1984-03-21,2.81
70105,1984-03-22,2.454
70105,1984-03-23,2.157
70105,1984-03-24,1.89
70105,1984-03-25,1.693
70105,1984-03-26,1.547
70105,1984-03-27,1.43
70105,1984-03-28,1.3159999999999998
70105,1984-03-29,1.197
70105,1984-03-30,1.12
70105,1984-03-31,1.0759999999999998
70105,1984-04-01,1.093
70105,1984-04-02,1.3159999999999998
70105,1984-04-03,1.214
70105,1984-04-04,1.087
70105,1984-04-05,1.012
70105,1984-04-06,0.955
70105,1984-04-07,0.877
70105,1984-04-08,0.8109999999999999
70105,1984-04-09,0.789
70105,1984-04-10,0.746
70105,1984-04-11,0.713
70105,1984-04-12,0.6859999999999999
70105,1984-04-13,0.672
70105,1984-04-14,0.653
70105,1984-04-15,0.6459999999999999
70105,1984-04-16,0.638
70105,1984-04-17,0.62
70105,1984-04-18,0.604
70105,1984-04-19,0.605
70105,1984-04-20,0.636
70105,1984-04-21,0.6609999999999999
70105,1984-04-22,0.674
70105,1984-04-23,0.6609999999999999
70105,1984-04-24,0.71
70105,1984-04-25,0.7879999999999999
70105,1984-04-26,0.7909999999999999
70105,1984-04-27,0.7929999999999999
70105,1984-04-28,0.894
70105,1984-04-29,1.031
70105,1984-04-30,0.882
70105,1984-05-01,0.812
70105,1984-05-02,0.787
70105,1984-05-03,0.763
70105,1984-05-04,0.753
70105,1984-05-05,0.746
70105,1984-05-06,0.774
70105,1984-05-07,0.799
70105,1984-05-08,0.8340000000000001
70105,1984-05-09,1.212
70105,1984-05-10,1.986
70105,1984-05-11,3.898
70105,1984-05-12,2.8480000000000003
70105,1984-05-13,2.343
70105,1984-05-14,2.0269999999999997
70105,1984-05-15,1.743
70105,1984-05-16,1.544
70105,1984-05-17,1.3719999999999999
70105,1984-05-18,1.24
70105,1984-05-19,1.149
70105,1984-05-20,1.088
70105,1984-05-21,1.03
70105,1984-05-22,0.972
70105,1984-05-23,0.929
70105,1984-05-24,0.934
70105,1984-05-25,1.716
70105,1984-05-26,1.994
70105,1984-05-27,1.7519999999999998
70105,1984-05-28,1.574
70105,1984-05-29,1.446
70105,1984-05-30,1.31
70105,1984-05-31,1.235
70105,1984-06-01,1.148
70105,1984-06-02,1.082
70105,1984-06-03,1.045
70105,1984-06-04,0.993
70105,1984-06-05,1.178
70105,1984-06-06,4.065
70105,1984-06-07,2.783
70105,1984-06-08,2.2230000000000003
70105,1984-06-09,1.893
70105,1984-06-10,1.6869999999999998
70105,1984-06-11,1.486
70105,1984-06-12,1.3659999999999999
70105,1984-06-13,1.294
70105,1984-06-14,1.228
70105,1984-06-15,1.166
70105,1984-06-16,1.115
70105,1984-06-17,1.0490000000000002
70105,1984-06-18,1.003
70105,1984-06-19,0.9590000000000001
70105,1984-06-20,0.924
70105,1984-06-21,0.887
70105,1984-06-22,0.87
70105,1984-06-23,0.84
70105,1984-06-24,0.821
70105,1984-06-25,0.799
70105,1984-06-26,0.787
70105,1984-06-27,0.7759999999999999
70105,1984-06-28,0.768
70105,1984-06-29,0.768
70105,1984-06-30,0.7879999999999999
70105,1984-07-01,0.807
70105,1984-07-02,0.7879999999999999
70105,1984-07-03,0.784
70105,1984-07-04,0.7759999999999999
70105,1984-07-05,0.768
70105,1984-07-06,0.809
70105,1984-07-07,0.7979999999999999
70105,1984-07-08,0.787
70105,1984-07-09,0.7709999999999999
70105,1984-07-10,0.765
70105,1984-07-11,0.7559999999999999
70105,1984-07-12,0.747
70105,1984-07-13,0.7390000000000001
70105,1984-07-14,0.731
70105,1984-07-15,0.754
70105,1984-07-16,0.7709999999999999
70105,1984-07-17,0.76
70105,1984-07-18,0.757
70105,1984-07-19,0.765
70105,1984-07-20,0.759
70105,1984-07-21,0.765
70105,1984-07-22,2.294
70105,1984-07-23,10.863
70105,1984-07-24,6.317
70105,1984-07-25,4.61
70105,1984-07-26,3.556
70105,1984-07-27,2.96
70105,1984-07-28,2.557
70105,1984-07-29,2.2680000000000002
70105,1984-07-30,2.16
70105,1984-07-31,2.016
70105,1984-08-01,1.8869999999999998
70105,1984-08-02,1.7480000000000002
70105,1984-08-03,1.636
70105,1984-08-04,1.63
70105,1984-08-05,1.83
70105,1984-08-06,1.847
70105,1984-08-07,1.8880000000000001
70105,1984-08-08,1.8019999999999998
70105,1984-08-09,1.735
70105,1984-08-10,1.7180000000000002
70105,1984-08-11,1.746
70105,1984-08-12,1.796
70105,1984-08-13,1.808
70105,1984-08-14,2.418
70105,1984-11-03,0.395
70105,1984-11-04,0.39399999999999996
